ID,LOOPTYPE (0: Single 1: Move),FPS,,,,,,
ForeHandDown,0,10,,,,,,
,,,,,,,,
TEXTURE ID,L,T,W,H,X,Y,FlipX,FlipY
graphics/WizardForeHandDown0.png,0,0,48,48,24,24,0,0
graphics/WizardForeHandDown1.png,0,0,48,48,24,24,0,0
graphics/WizardForeHandDown2.png,0,0,48,48,24,24,0,0
graphics/WizardForeHandDown3.png,0,0,48,48,24,24,0,0
graphics/WizardForeHandDown4.png,0,0,48,48,24,24,0,0
graphics/WizardForeHandDown5.png,0,0,48,48,24,24,0,0
graphics/WizardForeHandDown6.png,0,0,48,48,24,24,0,0
graphics/WizardForeHandDown7.png,0,0,48,48,24,24,0,0
graphics/WizardForeHandDown8.png,0,0,48,48,24,24,0,0
