ID,LOOPTYPE (0: Single 1: Move),FPS,,,,,,
ForeHandUp,0,12,,,,,,
,,,,,,,,
TEXTURE ID,L,T,W,H,X,Y,FlipX,FlipY
graphics/WizardForeHandUp0.png,0,0,48,48,24,24,0,0
graphics/WizardForeHandUp1.png,0,0,48,48,24,24,0,0
graphics/WizardForeHandUp2.png,0,0,48,48,24,24,0,0
graphics/WizardForeHandUp3.png,0,0,48,48,24,24,0,0
graphics/WizardForeHandUp4.png,0,0,48,48,24,24,0,0
graphics/WizardForeHandUp5.png,0,0,48,48,24,24,0,0
graphics/WizardForeHandUp6.png,0,0,48,48,24,24,0,0
graphics/WizardForeHandUp7.png,0,0,48,48,24,24,0,0
graphics/WizardForeHandUp8.png,0,0,48,48,24,24,0,0
graphics/WizardForeHandUp9.png,0,0,48,48,24,24,0,0
graphics/WizardForeHandUp10.png,0,0,48,48,24,24,0,0
graphics/WizardForeHandUp11.png,0,0,48,48,24,24,0,0
