ID,LOOPTYPE (0: Single 1: Move),FPS,,,,,,
FinalBossSplitCastLeft,0,8,,,,,,
,,,,,,,,
TEXTURE ID,L,T,W,H,X,Y,FlipX,FlipY
graphics/FinalBossSplitCastLeft0.png,0,0,48,48,24,24,1,0
graphics/FinalBossSplitCastLeft1.png,0,0,48,48,24,24,1,0
graphics/FinalBossSplitCastLeft2.png,0,0,48,48,24,24,1,0
graphics/FinalBossSplitCastLeft3.png,0,0,48,48,24,24,1,0
graphics/FinalBossSplitCastLeft4.png,0,0,48,48,24,24,1,0
graphics/FinalBossSplitCastLeft5.png,0,0,48,48,24,24,1,0
graphics/FinalBossSplitCastLeft6.png,0,0,48,48,24,24,1,0
graphics/FinalBossSplitCastLeft7.png,0,0,48,48,24,24,1,0
