ID,LOOPTYPE (0: Single 1: Move),FPS,,,,,,
FinalBossSplitCastDown,0,8,,,,,,
,,,,,,,,
TEXTURE ID,L,T,W,H,X,Y,FlipX,FlipY
graphics/FinalBossSplitCastDown0.png,0,0,48,48,24,24,0,0
graphics/FinalBossSplitCastDown1.png,0,0,48,48,24,24,0,0
graphics/FinalBossSplitCastDown2.png,0,0,48,48,24,24,0,0
graphics/FinalBossSplitCastDown3.png,0,0,48,48,24,24,0,0
graphics/FinalBossSplitCastDown4.png,0,0,48,48,24,24,0,0
graphics/FinalBossSplitCastDown5.png,0,0,48,48,24,24,0,0
graphics/FinalBossSplitCastDown6.png,0,0,48,48,24,24,0,0
graphics/FinalBossSplitCastDown7.png,0,0,48,48,24,24,0,0
