ID,LOOPTYPE (0: Single 1: Move),FPS,,,,,,
FinalBossBackHandRight,0,10,,,,,,
,,,,,,,,
TEXTURE ID,L,T,W,H,X,Y,FlipX,FlipY
graphics/FinalBossBackHandRight0.png,0,0,48,48,24,24,0,0
graphics/FinalBossBackHandRight1.png,0,0,48,48,24,24,0,0
graphics/FinalBossBackHandRight2.png,0,0,48,48,24,24,0,0
graphics/FinalBossBackHandRight3.png,0,0,48,48,24,24,0,0
graphics/FinalBossBackHandRight4.png,0,0,48,48,24,24,0,0
graphics/FinalBossBackHandRight5.png,0,0,48,48,24,24,0,0
graphics/FinalBossBackHandRight6.png,0,0,48,48,24,24,0,0
