ID,LOOPTYPE (0: Single 1: Move),FPS,,,,,,
CastingCircle,0,25,,,,,,
,,,,,,,,
TEXTURE ID,L,T,W,H,X,Y,FlipX,FlipY
graphics/CastingCircleSheet.png,0,0,128,128,64,64,0,0
graphics/CastingCircleSheet.png,128,0,128,128,64,64,0,0
graphics/CastingCircleSheet.png,256,0,128,128,64,64,0,0
graphics/CastingCircleSheet.png,384,0,128,128,64,64,0,0
graphics/CastingCircleSheet.png,512,0,128,128,64,64,0,0
graphics/CastingCircleSheet.png,640,0,128,128,64,64,0,0
graphics/CastingCircleSheet.png,768,0,128,128,64,64,0,0
graphics/CastingCircleSheet.png,896,0,128,128,64,64,0,0
graphics/CastingCircleSheet.png,1024,0,128,128,64,64,0,0
graphics/CastingCircleSheet.png,1152,0,128,128,64,64,0,0
graphics/CastingCircleSheet.png,1280,0,128,128,64,64,0,0
graphics/CastingCircleSheet.png,1408,0,128,128,64,64,0,0
graphics/CastingCircleSheet.png,1536,0,128,128,64,64,0,0
graphics/CastingCircleSheet.png,1664,0,128,128,64,64,0,0
graphics/CastingCircleSheet.png,1792,0,128,128,64,64,0,0
graphics/CastingCircleSheet.png,1920,0,128,128,64,64,0,0
graphics/CastingCircleSheet.png,2048,0,128,128,64,64,0,0
graphics/CastingCircleSheet.png,2176,0,128,128,64,64,0,0
graphics/CastingCircleSheet.png,2304,0,128,128,64,64,0,0
graphics/CastingCircleSheet.png,2432,0,128,128,64,64,0,0
graphics/CastingCircleSheet.png,2560,0,128,128,64,64,0,0
graphics/CastingCircleSheet.png,2688,0,128,128,64,64,0,0
graphics/CastingCircleSheet.png,2816,0,128,128,64,64,0,0
graphics/CastingCircleSheet.png,2944,0,128,128,64,64,0,0
graphics/CastingCircleSheet.png,3072,0,128,128,64,64,0,0
